tmp_002.shopname,tmp_002.shopcode,tmp_002.signboard,tmp_002.positioncodes,tmp_002.floorcode,tmp_002.b_f_001,tmp_002.b_f_001_1,tmp_002.b_f_101,tmp_002.b_f_101_1,tmp_002.b_f_1_302,tmp_002.b_f_1_302_1,tmp_002.b_f_1_303,tmp_002.b_f_1_303_1,tmp_002.b_f_1_804,tmp_002.b_f_1_804_1,tmp_002.b_f_1_304,tmp_002.b_f_1_304_1,tmp_002.b_f_501,tmp_002.b_f_501_1,tmp_002.b_f_502,tmp_002.b_f_502_1,tmp_002.b_f_503,tmp_002.b_f_503_1,tmp_002.b_f_2_303,tmp_002.b_f_2_303_1,tmp_002.b_f_504,tmp_002.b_f_504_1,tmp_002.b_f_403,tmp_002.b_f_403_1,tmp_002.b_f_3_302,tmp_002.b_f_3_302_1,tmp_002.b_f_3_304,tmp_002.b_f_3_304_1,tmp_002.b_f_306,tmp_002.b_f_306_1,tmp_002.b_f_401,tmp_002.b_f_401_1,tmp_002.b_f_802,tmp_002.b_f_802_1,tmp_002.b_f_808,tmp_002.b_f_808_1,tmp_002.b_f_809,tmp_002.b_f_809_1,tmp_002.b_f_810,tmp_002.b_f_810_1,tmp_002.b_f_811,tmp_002.b_f_811_1,tmp_002.b_f_404,tmp_002.b_f_404_1,tmp_002.c_f_001,tmp_002.c_f_001_1,tmp_002.c_f_101,tmp_002.c_f_101_1,tmp_002.c_f_1_302,tmp_002.c_f_1_302_1,tmp_002.c_f_1_303,tmp_002.c_f_1_303_1,tmp_002.c_f_1_804,tmp_002.c_f_1_804_1,tmp_002.c_f_1_304,tmp_002.c_f_1_304_1,tmp_002.c_f_501,tmp_002.c_f_501_1,tmp_002.c_f_502,tmp_002.c_f_502_1,tmp_002.c_f_503,tmp_002.c_f_503_1,tmp_002.c_f_2_303,tmp_002.c_f_2_303_1,tmp_002.c_f_504,tmp_002.c_f_504_1,tmp_002.c_f_403,tmp_002.c_f_403_1,tmp_002.c_f_3_302,tmp_002.c_f_3_302_1,tmp_002.c_f_3_304,tmp_002.c_f_3_304_1,tmp_002.c_f_306,tmp_002.c_f_306_1,tmp_002.c_f_401,tmp_002.c_f_401_1,tmp_002.c_f_802,tmp_002.c_f_802_1,tmp_002.c_f_808,tmp_002.c_f_808_1,tmp_002.c_f_809,tmp_002.c_f_809_1,tmp_002.c_f_810,tmp_002.c_f_810_1,tmp_002.c_f_811,tmp_002.c_f_811_1,tmp_002.c_f_404,tmp_002.c_f_404_1,tmp_002.d_f_001,tmp_002.d_f_001_1,tmp_002.d_f_101,tmp_002.d_f_101_1,tmp_002.d_f_1_302,tmp_002.d_f_1_302_1,tmp_002.d_f_1_303,tmp_002.d_f_1_303_1,tmp_002.d_f_1_804,tmp_002.d_f_1_804_1,tmp_002.d_f_1_304,tmp_002.d_f_1_304_1,tmp_002.d_f_501,tmp_002.d_f_501_1,tmp_002.d_f_502,tmp_002.d_f_502_1,tmp_002.d_f_503,tmp_002.d_f_503_1,tmp_002.d_f_2_303,tmp_002.d_f_2_303_1,tmp_002.d_f_504,tmp_002.d_f_504_1,tmp_002.d_f_403,tmp_002.d_f_403_1,tmp_002.d_f_3_302,tmp_002.d_f_3_302_1,tmp_002.d_f_3_304,tmp_002.d_f_3_304_1,tmp_002.d_f_306,tmp_002.d_f_306_1,tmp_002.d_f_401,tmp_002.d_f_401_1,tmp_002.d_f_802,tmp_002.d_f_802_1,tmp_002.d_f_808,tmp_002.d_f_808_1,tmp_002.d_f_809,tmp_002.d_f_809_1,tmp_002.d_f_810,tmp_002.d_f_810_1,tmp_002.d_f_811,tmp_002.d_f_811_1,tmp_002.d_f_404,tmp_002.d_f_404_1,tmp_002.e_f_001,tmp_002.e_f_001_1,tmp_002.e_f_101,tmp_002.e_f_101_1,tmp_002.e_f_1_302,tmp_002.e_f_1_302_1,tmp_002.e_f_1_303,tmp_002.e_f_1_303_1,tmp_002.e_f_1_804,tmp_002.e_f_1_804_1,tmp_002.e_f_1_304,tmp_002.e_f_1_304_1,tmp_002.e_f_501,tmp_002.e_f_501_1,tmp_002.e_f_502,tmp_002.e_f_502_1,tmp_002.e_f_503,tmp_002.e_f_503_1,tmp_002.e_f_2_303,tmp_002.e_f_2_303_1,tmp_002.e_f_504,tmp_002.e_f_504_1,tmp_002.e_f_403,tmp_002.e_f_403_1,tmp_002.e_f_3_302,tmp_002.e_f_3_302_1,tmp_002.e_f_3_304,tmp_002.e_f_3_304_1,tmp_002.e_f_306,tmp_002.e_f_306_1,tmp_002.e_f_401,tmp_002.e_f_401_1,tmp_002.e_f_802,tmp_002.e_f_802_1,tmp_002.e_f_808,tmp_002.e_f_808_1,tmp_002.e_f_809,tmp_002.e_f_809_1,tmp_002.e_f_810,tmp_002.e_f_810_1,tmp_002.e_f_811,tmp_002.e_f_811_1,tmp_002.e_f_404,tmp_002.e_f_404_1,tmp_002.f_f_001,tmp_002.f_f_001_1,tmp_002.f_f_101,tmp_002.f_f_101_1,tmp_002.f_f_1_302,tmp_002.f_f_1_302_1,tmp_002.f_f_1_303,tmp_002.f_f_1_303_1,tmp_002.f_f_1_804,tmp_002.f_f_1_804_1,tmp_002.f_f_1_304,tmp_002.f_f_1_304_1,tmp_002.f_f_501,tmp_002.f_f_501_1,tmp_002.f_f_502,tmp_002.f_f_502_1,tmp_002.f_f_503,tmp_002.f_f_503_1,tmp_002.f_f_2_303,tmp_002.f_f_2_303_1,tmp_002.f_f_504,tmp_002.f_f_504_1,tmp_002.f_f_403,tmp_002.f_f_403_1,tmp_002.f_f_3_302,tmp_002.f_f_3_302_1,tmp_002.f_f_3_304,tmp_002.f_f_3_304_1,tmp_002.f_f_306,tmp_002.f_f_306_1,tmp_002.f_f_401,tmp_002.f_f_401_1,tmp_002.f_f_802,tmp_002.f_f_802_1,tmp_002.f_f_808,tmp_002.f_f_808_1,tmp_002.f_f_809,tmp_002.f_f_809_1,tmp_002.f_f_810,tmp_002.f_f_810_1,tmp_002.f_f_811,tmp_002.f_f_811_1,tmp_002.f_f_404,tmp_002.f_f_404_1,tmp_002.g_f_001,tmp_002.g_f_001_1,tmp_002.g_f_101,tmp_002.g_f_101_1,tmp_002.g_f_1_302,tmp_002.g_f_1_302_1,tmp_002.g_f_1_303,tmp_002.g_f_1_303_1,tmp_002.g_f_1_804,tmp_002.g_f_1_804_1,tmp_002.g_f_1_304,tmp_002.g_f_1_304_1,tmp_002.g_f_501,tmp_002.g_f_501_1,tmp_002.g_f_502,tmp_002.g_f_502_1,tmp_002.g_f_503,tmp_002.g_f_503_1,tmp_002.g_f_2_303,tmp_002.g_f_2_303_1,tmp_002.g_f_504,tmp_002.g_f_504_1,tmp_002.g_f_403,tmp_002.g_f_403_1,tmp_002.g_f_3_302,tmp_002.g_f_3_302_1,tmp_002.g_f_3_304,tmp_002.g_f_3_304_1,tmp_002.g_f_306,tmp_002.g_f_306_1,tmp_002.g_f_401,tmp_002.g_f_401_1,tmp_002.g_f_802,tmp_002.g_f_802_1,tmp_002.g_f_808,tmp_002.g_f_808_1,tmp_002.g_f_809,tmp_002.g_f_809_1,tmp_002.g_f_810,tmp_002.g_f_810_1,tmp_002.g_f_811,tmp_002.g_f_811_1,tmp_002.g_f_404,tmp_002.g_f_404_1,tmp_002.h_f_001,tmp_002.h_f_001_1,tmp_002.h_f_101,tmp_002.h_f_101_1,tmp_002.h_f_1_302,tmp_002.h_f_1_302_1,tmp_002.h_f_1_303,tmp_002.h_f_1_303_1,tmp_002.h_f_1_804,tmp_002.h_f_1_804_1,tmp_002.h_f_1_304,tmp_002.h_f_1_304_1,tmp_002.h_f_501,tmp_002.h_f_501_1,tmp_002.h_f_502,tmp_002.h_f_502_1,tmp_002.h_f_503,tmp_002.h_f_503_1,tmp_002.h_f_2_303,tmp_002.h_f_2_303_1,tmp_002.h_f_504,tmp_002.h_f_504_1,tmp_002.h_f_403,tmp_002.h_f_403_1,tmp_002.h_f_3_302,tmp_002.h_f_3_302_1,tmp_002.h_f_3_304,tmp_002.h_f_3_304_1,tmp_002.h_f_306,tmp_002.h_f_306_1,tmp_002.h_f_401,tmp_002.h_f_401_1,tmp_002.h_f_802,tmp_002.h_f_802_1,tmp_002.h_f_808,tmp_002.h_f_808_1,tmp_002.h_f_809,tmp_002.h_f_809_1,tmp_002.h_f_810,tmp_002.h_f_810_1,tmp_002.h_f_811,tmp_002.h_f_811_1,tmp_002.h_f_404,tmp_002.h_f_404_1,tmp_002.i_f_001,tmp_002.i_f_001_1,tmp_002.i_f_101,tmp_002.i_f_101_1,tmp_002.i_f_1_302,tmp_002.i_f_1_302_1,tmp_002.i_f_1_303,tmp_002.i_f_1_303_1,tmp_002.i_f_1_804,tmp_002.i_f_1_804_1,tmp_002.i_f_1_304,tmp_002.i_f_1_304_1,tmp_002.i_f_501,tmp_002.i_f_501_1,tmp_002.i_f_502,tmp_002.i_f_502_1,tmp_002.i_f_503,tmp_002.i_f_503_1,tmp_002.i_f_2_303,tmp_002.i_f_2_303_1,tmp_002.i_f_504,tmp_002.i_f_504_1,tmp_002.i_f_403,tmp_002.i_f_403_1,tmp_002.i_f_3_302,tmp_002.i_f_3_302_1,tmp_002.i_f_3_304,tmp_002.i_f_3_304_1,tmp_002.i_f_306,tmp_002.i_f_306_1,tmp_002.i_f_401,tmp_002.i_f_401_1,tmp_002.i_f_802,tmp_002.i_f_802_1,tmp_002.i_f_808,tmp_002.i_f_808_1,tmp_002.i_f_809,tmp_002.i_f_809_1,tmp_002.i_f_810,tmp_002.i_f_810_1,tmp_002.i_f_811,tmp_002.i_f_811_1,tmp_002.i_f_404,tmp_002.i_f_404_1,tmp_002.j_f_001,tmp_002.j_f_001_1,tmp_002.j_f_101,tmp_002.j_f_101_1,tmp_002.j_f_1_302,tmp_002.j_f_1_302_1,tmp_002.j_f_1_303,tmp_002.j_f_1_303_1,tmp_002.j_f_1_804,tmp_002.j_f_1_804_1,tmp_002.j_f_1_304,tmp_002.j_f_1_304_1,tmp_002.j_f_501,tmp_002.j_f_501_1,tmp_002.j_f_502,tmp_002.j_f_502_1,tmp_002.j_f_503,tmp_002.j_f_503_1,tmp_002.j_f_2_303,tmp_002.j_f_2_303_1,tmp_002.j_f_504,tmp_002.j_f_504_1,tmp_002.j_f_403,tmp_002.j_f_403_1,tmp_002.j_f_3_302,tmp_002.j_f_3_302_1,tmp_002.j_f_3_304,tmp_002.j_f_3_304_1,tmp_002.j_f_306,tmp_002.j_f_306_1,tmp_002.j_f_401,tmp_002.j_f_401_1,tmp_002.j_f_802,tmp_002.j_f_802_1,tmp_002.j_f_808,tmp_002.j_f_808_1,tmp_002.j_f_809,tmp_002.j_f_809_1,tmp_002.j_f_810,tmp_002.j_f_810_1,tmp_002.j_f_811,tmp_002.j_f_811_1,tmp_002.j_f_404,tmp_002.j_f_404_1,tmp_002.k_f_001,tmp_002.k_f_001_1,tmp_002.k_f_101,tmp_002.k_f_101_1,tmp_002.k_f_1_302,tmp_002.k_f_1_302_1,tmp_002.k_f_1_303,tmp_002.k_f_1_303_1,tmp_002.k_f_1_804,tmp_002.k_f_1_804_1,tmp_002.k_f_1_304,tmp_002.k_f_1_304_1,tmp_002.k_f_501,tmp_002.k_f_501_1,tmp_002.k_f_502,tmp_002.k_f_502_1,tmp_002.k_f_503,tmp_002.k_f_503_1,tmp_002.k_f_2_303,tmp_002.k_f_2_303_1,tmp_002.k_f_504,tmp_002.k_f_504_1,tmp_002.k_f_403,tmp_002.k_f_403_1,tmp_002.k_f_3_302,tmp_002.k_f_3_302_1,tmp_002.k_f_3_304,tmp_002.k_f_3_304_1,tmp_002.k_f_306,tmp_002.k_f_306_1,tmp_002.k_f_401,tmp_002.k_f_401_1,tmp_002.k_f_802,tmp_002.k_f_802_1,tmp_002.k_f_808,tmp_002.k_f_808_1,tmp_002.k_f_809,tmp_002.k_f_809_1,tmp_002.k_f_810,tmp_002.k_f_810_1,tmp_002.k_f_811,tmp_002.k_f_811_1,tmp_002.k_f_404,tmp_002.k_f_404_1,tmp_002.l_f_001,tmp_002.l_f_001_1,tmp_002.l_f_101,tmp_002.l_f_101_1,tmp_002.l_f_1_302,tmp_002.l_f_1_302_1,tmp_002.l_f_1_303,tmp_002.l_f_1_303_1,tmp_002.l_f_1_804,tmp_002.l_f_1_804_1,tmp_002.l_f_1_304,tmp_002.l_f_1_304_1,tmp_002.l_f_501,tmp_002.l_f_501_1,tmp_002.l_f_502,tmp_002.l_f_502_1,tmp_002.l_f_503,tmp_002.l_f_503_1,tmp_002.l_f_2_303,tmp_002.l_f_2_303_1,tmp_002.l_f_504,tmp_002.l_f_504_1,tmp_002.l_f_403,tmp_002.l_f_403_1,tmp_002.l_f_3_302,tmp_002.l_f_3_302_1,tmp_002.l_f_3_304,tmp_002.l_f_3_304_1,tmp_002.l_f_306,tmp_002.l_f_306_1,tmp_002.l_f_401,tmp_002.l_f_401_1,tmp_002.l_f_802,tmp_002.l_f_802_1,tmp_002.l_f_808,tmp_002.l_f_808_1,tmp_002.l_f_809,tmp_002.l_f_809_1,tmp_002.l_f_810,tmp_002.l_f_810_1,tmp_002.l_f_811,tmp_002.l_f_811_1,tmp_002.l_f_404,tmp_002.l_f_404_1,tmp_002.m_f_001,tmp_002.m_f_001_1,tmp_002.m_f_101,tmp_002.m_f_101_1,tmp_002.m_f_1_302,tmp_002.m_f_1_302_1,tmp_002.m_f_1_303,tmp_002.m_f_1_303_1,tmp_002.m_f_1_804,tmp_002.m_f_1_804_1,tmp_002.m_f_1_304,tmp_002.m_f_1_304_1,tmp_002.m_f_501,tmp_002.m_f_501_1,tmp_002.m_f_502,tmp_002.m_f_502_1,tmp_002.m_f_503,tmp_002.m_f_503_1,tmp_002.m_f_2_303,tmp_002.m_f_2_303_1,tmp_002.m_f_504,tmp_002.m_f_504_1,tmp_002.m_f_403,tmp_002.m_f_403_1,tmp_002.m_f_3_302,tmp_002.m_f_3_302_1,tmp_002.m_f_3_304,tmp_002.m_f_3_304_1,tmp_002.m_f_306,tmp_002.m_f_306_1,tmp_002.m_f_401,tmp_002.m_f_401_1,tmp_002.m_f_802,tmp_002.m_f_802_1,tmp_002.m_f_808,tmp_002.m_f_808_1,tmp_002.m_f_809,tmp_002.m_f_809_1,tmp_002.m_f_810,tmp_002.m_f_810_1,tmp_002.m_f_811,tmp_002.m_f_811_1,tmp_002.m_f_404,tmp_002.m_f_404_1,tmp_002.main_contract_no
喜茶,924060500002,喜茶,1F-07,1F,31594.5,31594.5,7522.5,7522.5,2750.29,2750.29,680.6,680.6,0.0,0.0,1641.42,1641.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.3,713.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489.13,2489.13,552.0,552.0,0.0,0.0,1422.36,1422.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32665.5,32665.5,7777.5,7777.5,1904.5,1904.5,408.0,408.0,0.0,0.0,1150.83,1150.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2323.84,2323.84,566.4,566.4,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32665.5,32665.5,7777.5,7777.5,2506.33,2506.33,724.8,724.8,0.0,0.0,1550.52,1550.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815.89,2815.89,840.0,840.0,0.0,0.0,1784.97,1784.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32665.5,32665.5,7777.5,7777.5,3259.65,3259.65,998.4,998.4,0.0,0.0,2016.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3834.95,3834.95,1056.0,1056.0,0.0,0.0,2268.9,2268.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32665.5,32665.5,7777.5,7777.5,4058.03,4058.03,1430.4,1430.4,0.0,0.0,2421.9,2421.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.77,237.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022406050002
吴良材眼镜,924080600001,吴良材眼镜,1F-22,1F,0.0,0.0,0.0,0.0,329.71,329.71,0.0,0.0,0.0,0.0,196.78,196.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88,76.88,0.0,0.0,0.0,0.0,0.0,0.0,22509.0,22509.0,12505.0,12505.0,316.01,316.01,0.0,0.0,0.0,0.0,180.58,180.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,25.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.63,273.63,0.0,0.0,0.0,0.0,165.35,165.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,25.63,0.0,0.0,0.0,0.0,0.0,0.0,22509.0,22509.0,12505.0,12505.0,292.4,292.4,0.0,0.0,0.0,0.0,181.19,181.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.23,282.23,0.0,0.0,0.0,0.0,174.6,174.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,25.63,0.0,0.0,0.0,0.0,0.0,0.0,22878.0,12013.0,12710.0,6355.0,277.09,277.09,0.0,0.0,0.0,0.0,175.64,175.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,25.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.87,251.87,0.0,0.0,0.0,0.0,155.77,155.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22509.0,0.0,12505.0,0.0,278.81,278.81,0.0,0.0,0.0,0.0,164.95,164.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18860.0,-6355.0,0.0,0.0,473.63,473.63,0.0,0.0,0.0,0.0,282.67,282.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022408060001
麻六记,924080700001,麻六记,B1-36b,B1F,0.0,0.0,0.0,0.0,8206.23,8206.23,200.9,200.9,0.0,0.0,4897.62,4897.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.04,4760.04,129.6,129.6,0.0,0.0,2720.03,2720.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.17,1248.17,749.7,749.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8778.0,-8778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29736.0,-29736.0,-12390.0,-12390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5139.75,-5139.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022408070001
